2012-02-16;2019-02-16;100.000000;3.940000;12;1;200000;105.1209;2142;120207;A;T00005
2011-10-13;2018-10-13;100.000000;5.590000;12;1;400000;104.9684;2122;1180142;A;T00005
2013-04-11;2020-04-11;100.000000;4.066200;12;1;800000;105.9414;2142;130221;H;T00003
2012-12-06;2017-12-06;100.000000;4.000000;12;1;1400000;105.3267;2352;120418;H;T00003
2016-10-14;2017-04-12;100.000000;2.770000;0;0;1000000;100.0739;1502;011698578;T;T00607
2016-11-10;2017-08-07;100.000000;3.160000;0;0;300000;99.8879;1072;011698764;A;T00001
2010-05-13;2020-05-13;100.000000;3.250000;6;1;600000;102.5378;1232;100012;H;SX
2013-08-13;2020-08-13;100.000000;4.350000;12;1;100000;105.6850;1322;130318;H;T00003
2015-09-09;2025-09-09;100.000000;4.500000;12;1;2000000;103.3936;1292;1528007;H;T00003
2016-04-26;2017-11-26;100.000000;3.300000;1;1;1000000;99.9586;1332;1689077;H;T00003
2016-04-28;2019-04-28;100.000000;2.550000;12;1;2200000;101.7830;1232;160009;H;T00003
2016-04-29;2017-01-26;100.000000;3.400000;3;1;104400;5.2293;2302;1689090;H;T00003
2015-11-23;2065-11-23;100.000000;3.890000;6;1;500000;110.5418;1232;150028;H;T00003
2016-05-23;2066-05-23;100.000000;3.700000;6;1;500000;105.9613;1232;160013;H;T00003
2015-12-01;2017-06-26;100.000000;3.750000;1;1;3000000;100.3271;1332;1589295;H;T00003
2013-04-18;2020-04-18;100.000000;2.520000;6;2;2000000;97.8190;1342;130225;H;T00003
2013-04-18;2020-04-18;100.000000;2.520000;6;2;1000000;97.8190;1342;130225;A;T00005
2013-12-09;2043-12-09;100.000000;5.050000;6;1;1000000;133.1055;1232;130025;H;T00003
2016-02-23;2018-05-26;100.000000;3.340000;1;2;5000000;99.8043;1222;1689041;H;T00003
2016-01-28;2019-01-28;100.000000;2.550000;12;1;4000000;102.3293;1232;160003;A;T00005
2011-07-01;2018-07-01;100.000000;4.590000;12;1;500000;104.6212;2352;110411;H;T00003
2013-09-11;2018-09-11;100.000000;5.640000;12;1;200000;104.9112;1502;101361009;T;T00208
2015-12-01;2017-12-26;100.000000;3.950000;1;1;2000000;100.6647;1332;1589296;H;T00003
2016-02-22;2019-02-22;100.000000;2.820000;12;1;1000000;101.7349;1322;160301;A;T00005
2015-12-11;2017-04-26;100.000000;3.800000;3;2;594300;59.5923;1222;1589350;H;T00003
2013-04-18;2020-04-18;100.000000;3.290000;12;1;600000;104.5031;1232;130008;H;T00003
2013-07-18;2023-07-18;95.200000;4.170000;12;1;1000000;106.6702;2142;130231;H;T00003
2016-02-25;2023-02-25;100.000000;3.240000;12;1;3000000;102.2571;2142;160207;A;T00005
2013-08-26;2023-08-26;100.000000;4.700000;12;1;500000;109.5734;1322;130321;H;T00003
2013-11-07;2018-11-07;99.690000;4.130000;12;1;100000;103.5966;1232;130023;H;T00003
2015-06-25;2017-06-25;100.000000;2.440000;12;1;1000000;101.1021;1232;150013;A;T00005
2015-07-17;2025-07-17;100.000000;3.500000;6;1;11300000;104.8459;2152;1562004;H;T00003
2014-09-11;2017-09-11;100.000000;4.000000;12;1;2100000;102.1503;1232;140020;T;T01306
2014-06-20;2019-06-20;100.000000;5.800000;12;1;1200000;107.2875;2062;1421005;H;T00003
2015-10-20;2025-10-20;100.000000;3.570000;6;1;12000000;101.1489;2152;1562012;H;T00003
2015-11-27;2018-11-27;100.000000;4.150000;12;1;2000000;105.1108;2052;1520071;A;T00005
2006-12-28;2021-12-28;100.000000;5.050000;12;1;600000;104.6662;1282;060802;D;T00306
2016-11-10;2017-02-08;100.000000;2.800000;0;0;500000;99.9574;1502;011698763;A;T00001
2015-04-20;2018-04-20;100.000000;4.020000;12;1;3100000;104.1900;1322;150309;A;T00005
2013-01-17;2020-01-17;100.000000;3.280000;6;2;1000000;99.6040;1342;130208;H;T00003
2016-04-06;2019-04-06;100.000000;2.630000;12;1;5000000;100.8283;2352;160412;A;T00005
2014-05-19;2019-05-19;100.000000;5.000000;12;1;200000;107.2478;1322;140332;A;T00005
2015-12-18;2017-07-12;100.000000;3.600000;3;2;463600;23.2665;1222;1589361;H;T00003
2015-12-18;2020-01-12;100.000000;3.870000;3;2;1000000;100.7484;1222;1589362;H;T00003
2012-11-01;2019-11-01;100.000000;4.570000;12;1;1800000;103.9705;2122;1280372;A;T00005
2013-07-18;2020-07-18;97.363200;4.086600;12;1;1000000;105.0405;2142;130230;A;T00005
2013-07-18;2018-07-18;97.640000;4.020500;12;1;1000000;103.2401;2142;130229;H;T00003
2014-05-13;2021-05-13;100.000000;4.850000;12;1;1500000;109.7916;1322;140330;H;T00003
